temperature,pressure,humidity,time
24.34000015,972.1779785,35.08203125,2024-04-26T21:41:00.730Z

24.38999939,972.1879883,34.99707031,2024-04-26T21:41:02.737Z

24.37999916,972.197876,34.72753906,2024-04-26T21:41:04.743Z

24.37000084,972.1989136,34.53710938,2024-04-26T21:41:06.765Z

